<<<<<<< HEAD
File ID,Group_ID,Michal,Sara,Samuel,Andrea,Mihai,,,,
img_1347.png,K,1,1,1,1,,,,,
img_1348.png,K,2,2,2,2,,,,,
img_1349.png,K,1,1,1,1,,,,,
img_1350.png,K,2,2,2,1,,,,,
img_1351.png,K,1,1,1,1,,,,,
img_1352.png,K,0,0,0,0,,,,,
img_1353.png,K,1,1,1,1,,,,,
img_1354.png,K,0,0,0,0,,,,,
img_1355.png,K,1,1,1,1,,,,,
img_1356.png,K,1,1,1,1,,,,,
img_1357.png,K,2,2,2,2,,,,,
img_1358.png,K,0,0,0,0,,,,,
img_1359.png,K,0,0,0,0,,,,,
img_1360.png,K,2,2,2,1,,,,,
img_1361.png,K,0,0,0,0,,,,,
img_1362.png,K,1,1,1,1,,,,,
img_1363.png,K,2,2,2,2,,,,,
img_1364.png,K,2,2,2,2,,,,,
img_1365.png,K,0,0,0,0,,,,,
img_1366.png,K,0,0,0,0,,,,,
img_1367.png,K,0,0,0,0,,,,,
img_1368.png,K,1,1,1,1,,,,,
img_1369.png,K,1,1,1,1,,,,,
img_1370.png,K,2,2,2,2,,,,,
img_1371.png,K,1,1,1,1,,,,,
img_1372.png,K,1,1,1,1,,,,,
img_1373.png,K,0,0,0,0,,,,,
img_1374.png,K,2,2,2,2,,,,,
img_1375.png,K,2,2,2,2,,,,,
img_1376.png,K,1,2,1,1,,,,,
img_1377.png,K,0,0,0,0,,,,,
img_1378.png,K,2,2,2,2,,,,,
img_1379.png,K,2,2,2,2,,,,,
img_1380.png,K,1,1,1,1,,,,,
img_1381.png,K,0,0,0,0,,,,,
img_1382.png,K,0,0,0,0,,,,,
img_1383.png,K,1,1,1,1,,,,,
img_1384.png,K,0,0,0,0,,,,,
img_1385.png,K,0,0,0,0,,,,,
img_1386.png,K,0,0,0,0,,,,,
img_1387.png,K,1,1,1,1,,,,,
img_1388.png,K,0,0,0,0,,,,,
img_1389.png,K,0,0,0,0,,,,,
img_1390.png,K,1,1,1,1,,,,,
img_1391.png,K,0,0,0,0,,,,,
img_1392.png,K,1,1,1,1,,,,,
img_1393.png,K,0,0,0,0,,,,,
img_1394.png,K,0,0,0,0,,,,,
img_1395.png,K,2,2,2,1,,,,,
img_1396.png,K,0,0,0,0,,,,,
img_1397.png,K,0,0,0,0,,,,,
img_1398.png,K,1,1,1,1,,,,,
img_1399.png,K,1,1,1,1,,,,,
img_1400.png,K,1,1,1,1,,,,,
img_1401.png,K,1,1,1,1,,,,,
img_1402.png,K,0,0,0,0,,,,,
img_1403.png,K,0,0,0,0,,,,,
img_1404.png,K,0,0,0,0,,,,,
img_1405.png,K,0,0,0,0,,,,,
img_1406.png,K,0,0,0,0,,,,,
img_1407.png,K,1,1,1,1,,,,,
img_1408.png,K,1,1,1,1,,,,, 
img_1409.png,K,0,0,0,0,,,,,
img_1410.png,K,0,0,0,0,,,,,
>>>>>>> d8d47ba (labeling)
